seed,n_train,n_test,n_local_train,n_users,score_name,score,time,id_user,n_local_iterations,policy,data_name,network_topology,type_sequence,BN_Structure
10,15,45,15,7,local,-0.663619892618329,12,4,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5921535733888755,12,4,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.563315086931644,12,4,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,12,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.6419150721454062,13,5,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5852546404783465,13,5,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.5128899688629075,13,5,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,13,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.4420280018546337,14,6,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5758325973406121,14,6,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.49421796347661595,14,6,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,14,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.4765491273287225,15,0,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5651243808989277,15,0,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.5057688140329517,15,0,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,15,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.5546922313540116,16,1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5755831480010339,16,1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.5659676493650815,16,1,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,16,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.5641476335167996,17,2,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5648491519733772,17,2,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.5359867692284457,17,2,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,17,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.420323872337061,18,3,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5646728374924428,18,3,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.4818811725369071,18,3,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,18,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.632113652980168,19,4,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5557548458179804,19,4,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.5249964138994792,19,4,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,19,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.6218562356041525,20,5,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5523550417349358,20,5,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.47652701732375224,20,5,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,20,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.38267728022807673,21,6,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.549683172383222,21,6,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.4644869754896759,21,6,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,21,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.4585078503570467,22,0,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5409419773218236,22,0,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.4802926001746785,22,0,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,22,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.528258484164524,23,1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5567098812668688,23,1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.5531211933311255,23,1,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,23,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.5516839268770196,24,2,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5449174790667155,24,2,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.5169783927535557,24,2,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,24,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.3992250007053117,25,3,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5476776072320262,25,3,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.4642404415994552,25,3,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,25,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.6123371793885776,26,4,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5396952364503659,26,4,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.510925652343654,26,4,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,26,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.6128253017588451,27,5,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.537474079720184,27,5,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.46143715580951555,27,5,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,27,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.35189758896205564,28,6,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5376516408781236,28,6,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.45188064528549216,28,6,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,28,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.45058512465140343,29,0,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5291540456825723,29,0,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.46981225875506305,29,0,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,29,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.5133208903374833,30,1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5482918555060142,30,1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.5509696714222364,30,1,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,30,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.5473981962679659,31,2,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5345347813959229,31,2,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.50879707952163,31,2,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,31,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.38688904372366306,32,3,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.539251280415948,32,3,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.4561380770544644,32,3,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,32,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.5980467005452473,33,4,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5313947987499955,33,4,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.5055965141899403,33,4,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,33,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.608051919356122,34,5,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5296203214404797,34,5,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.4543037987976637,34,5,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,34,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.33451686914521894,35,6,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.531106354439533,35,6,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.44586716063966364,35,6,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,35,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.44636777229882674,36,0,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5224048461328502,36,0,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.4651621421550392,36,0,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,36,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.503581674388654,37,1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5441513296501177,37,1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.5524859404135843,37,1,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,37,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.5454401943232402,38,2,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5282806485190851,38,2,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.5048861405142279,38,2,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,38,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.37869848779890797,39,3,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5346085146271995,39,3,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.45194298657130516,39,3,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,39,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.5867098494090127,40,4,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5265285757138319,40,4,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.5037568196875349,40,4,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,40,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.6051983539146656,41,5,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5249023480883823,41,5,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.45041684392146497,41,5,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,41,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.3241029781152342,42,6,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5269657487014342,42,6,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.4425966505395779,42,6,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,42,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.4437285964299854,43,0,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5179468532907102,43,0,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.4629087522997642,43,0,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,43,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.4965556477300644,44,1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5419323462321144,44,1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.5551711728785598,44,1,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,44,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.5438364947473079,45,2,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5240172833598895,45,2,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.5027545565104903,45,2,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,45,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.37271960754165134,46,3,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5318253334809343,46,3,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.44946256728882966,46,3,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,46,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.5771246835879854,47,4,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5233632609149104,47,4,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.5033970133624289,47,4,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,47,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.6033040395302682,48,5,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5217409084721861,48,5,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.44791732034920767,48,5,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,48,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.3175723930628319,49,6,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.523984350469772,49,6,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.4405199166538939,49,6,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,49,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.44184493283243725,50,0,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5146307885474874,50,0,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.46166830424976285,50,0,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,50,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.4910905613546391,51,1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.540653256982163,51,1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.5581338083808921,51,1,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,51,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.5420346059131547,52,2,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5208052540098517,52,2,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.5013889452014599,52,2,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,52,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.36801765376986423,53,3,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5300557891875426,53,3,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.44779125067142617,53,3,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,53,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.5686642783747398,54,4,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5211400829491007,54,4,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.5037197083302128,54,4,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,54,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.6019283743510465,55,5,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.519440193297047,55,5,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.44604051290363267,55,5,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,55,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.31331350572631844,56,6,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5216210865081667,56,6,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.4389926114856764,56,6,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,56,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.44035973688880875,57,0,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5119424336408439,57,0,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.4608760402862777,57,0,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,57,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.4865844493321965,58,1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5398927043620112,58,1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.5611051133771693,58,1,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,58,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.5399889719125938,59,2,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5182002314636502,59,2,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.5003650483342887,59,2,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,59,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.364097089516102,60,3,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5289044431002935,60,3,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.44654546497783404,60,3,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,60,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.5609858297634744,61,4,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5195067601747083,61,4,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.5044117374969433,61,4,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,61,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.6008541053141307,62,5,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5176756341971145,62,5,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.44446964873875183,62,5,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,62,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.3104273694079142,63,6,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5196295678645823,63,6,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.43774521191393895,63,6,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,63,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.4391044803104654,64,0,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5096406683914411,64,0,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.4603061781191565,64,0,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,64,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.48269833020385544,65,1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5394699212090177,65,1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.5640510775998411,65,1,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,65,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.5378020735840842,66,2,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5159787109605315,66,2,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.49950174726610796,66,2,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,66,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.36067764325092616,67,3,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5281769662333191,67,3,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.4455604686952624,67,3,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,67,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.5538979040926507,68,4,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5182916143490675,68,4,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.5053558319123658,68,4,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,68,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.5999695671043203,69,5,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5162879819922203,69,5,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.44307501625062073,69,5,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,69,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.30838694259047544,70,6,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5178926665828398,70,6,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.4366648567641414,70,6,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,70,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.4379947521096375,71,0,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5076071632823059,71,0,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.4598718970323015,71,0,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,71,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.4792326941757255,72,1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5393084486490783,72,1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.5670132132877457,72,1,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,72,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.5355910386002135,73,2,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.514021151428693,73,2,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.4987189741670445,73,2,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,73,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.35759345916176033,74,3,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5277726960410098,74,3,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.44476409592178634,74,3,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,74,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.5472928125142082,75,4,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5174066598297532,75,4,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.5065119708386621,75,4,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,75,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.5992166741579823,76,5,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5151945276932655,76,5,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.4418046843314087,76,5,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,76,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.30687140062991314,77,6,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.516351434858735,77,6,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.43570333633890324,77,6,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,77,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.43698638776402626,78,0,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5057804079199816,78,0,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.4595410454451324,78,0,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,78,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.47606686459752157,79,1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5393761138865201,79,1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.5700456679671067,79,1,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,79,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.5334464039055578,80,2,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5122592473871139,80,2,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.49797845430888116,80,2,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,80,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.3547435850438242,81,3,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5276357697057996,81,3,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.4441231807382626,81,3,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,81,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.5411100179320202,82,4,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5168039126117541,82,4,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.5078684002447283,82,4,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,82,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.5985659155238996,83,5,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5143490934486165,83,5,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.4406384736466359,83,5,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,83,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.3056801981251192,84,6,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,global,-0.5149735294614681,84,6,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,test,-0.43483852630677633,84,6,1,info,data/iris.csv,Given,Given,NB
10,105,105,105,7,ML,-0.49592894754188627,84,-1,1,info,data/iris.csv,Given,Given,NB
10,15,45,15,7,local,-0.43605536845380677,85,0,1,info,data/iris.csv,Given,Given,NB
